# NOAA Paleoclimatology Program - Paleocean Site Data
# m97-2120-tab.txt
# Complete Data
# File Created: 14-Aug-2007
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Katharina Pahnke
# Core/Site:      MD97-2120
# Latitude:       45.32.04S	( -45.53444)
# Longitude:      174.55.51E	( 174.9308)
# Water Depth(m): 1210
#
# Publications:
#   Pahnke, K., and J.P. Sachs.  2006. Sea surface temperatures of southern midlatitudes
#     0–160 kyr B.P. Paleoceanography, 21, PA2003.
#   Pahnke, K., and R. Zahn. 2005. Southern Hemisphere water mass conversion linked
#     with North Atlantic climate variability. Science, 307, 1741– 1746.
#   Carter, L. and B. Manighetti.  2006. Glacial/interglacial control of terrigenous
#     and biogenic fluxes in the deep ocean off a high input, collisional margin: A
#     139 kyr-record from New Zealand. Mar. Geol., 226, 307– 322.
#------------------
#
# Description & Notes:
#   Southern Ocean Midlatitude 160KYr Alkenone SST Reconstructions
#   Alkenone paleothermometry by 2 published calibrations: Prahl et al. [1988]:
#   Uk'37 = 0.034T  + 0.039  (r2 = 0.994) and Sikes and Volkman [1993]:  Uk'37 =
#   0.0414T + 0.156  (r2 = 0.958)
#
# Notes on Chronology:
#   Chronology from Pahnke '05.
#
# MD97-2120 C14 Dates
# 
#   yrBP      radiocarbon years B.P. (Libby half-life; B.P. = 1950)
# 
#  Depth      yrBP          Error+        Error-            Material    Lab Num.    Notes
#  22.5        1950         -999          -999          G. bulloides          OS-19325            14C AMS Calib4.3 (Stuiver & Reimer 1993)
#  36.5        3560         -999          -999                        14C AMS Calib4.3 (Stuiver & Reimer 1993)
#  98.5        7760         -999          -999                        14C AMS Calib4.3 (Stuiver & Reimer 1993)
#  180.5       11110        -999          -999                        14C AMS reversal, interpolated Calib4.3 (Stuiver & Reimer 1993)
#  202.5       12470        -999          -999                        14C AMS Calib4.3 (Stuiver & Reimer 1993)
#  230.5       13940        -999          -999                        14C AMS Calib4.3 (Stuiver & Reimer 1993)
#  252.5       14350        -999          -999                        14C AMS Calib4.3 (Stuiver & Reimer 1993)
#  284         16700        -999          -999                        14C AMS reversal, interpolated Calib4.3 (Stuiver & Reimer 1993)
#  471         26170        -999          -999                        Kawakawa tephra. Wilson et al. 1988; Carter et al. 2000
#  525         29570        -999          -999                        14C AMS Voelker et al. 1998; 2000
#  573         33010        -999          -999                        14C AMS Voelker et al. 1998; 2000
#  633         35260        -999          -999                        14C AMS Voelker et al. 1998; 2000
#  683.25      40020        -999          -999                        d18Ob tuned to d18Ob of MD95-2042   Shackleton et al. 2000
#  737.25      44830        -999          -999                        d18Ob tuned to d18Ob of MD95-2042   Shackleton et al. 2000
#  775.25      47540        -999          -999                        d18Ob tuned to d18Ob of MD95-2042   Shackleton et al. 2000
#  831.25      55980        -999          -999                        d18Ob tuned to d18Ob of MD95-2042   Shackleton et al. 2000
#  1061.25     72130        -999          -999                        d18Ob tuned to d18Ob of MD95-2042   Shackleton et al. 2000
#  1451.25     105140       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  1651.25     135280       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  1991.25     161060       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  2071.25     168710       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  2241.25     180910       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  2491.25     220320       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  2561.25     233340       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  2741.25     245550       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  2911.25     262590       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  3211.25     281730       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  3351.25     298830       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  3491.25     315920       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
#  3621.25     337800       -999          -999                        SST tuned to Vostok dD. Vostok age model of Shackleton 2000
# 
# Variables:
#             depth         Depth (cm)
#             calyrBP       calendar years B.P. (B.P. = 1950)
#             sst-uk37.p    Sea Surface Temperature from Uk'37 (Prahl et al '88)
#             sst-uk37.s    Sea Surface Temperature from Uk'37 (Sikes and Volkman '93)
#             uk37          Alkenone saturation index
#
# CORE: MD97-2120
depth	calyrBP 	sst-uk37.p	sst-uk37.s	uk37	
761.25	46540.6	7.142	10.576	0.282	
763.25	46683.2	7.421	10.805	0.291	
765.25	46825.8	7.067	10.514	0.279	
767.25	46968.5	6.969	10.434	0.276	
771.25	47253.7	7.47	10.845	0.293	
773.25	47396.4	6.556	10.094	0.262	
775.25	47539	7.101	10.542	0.28	
779.25	48141.8	6.703	10.215	0.267	
781.25	48443.2	7.252	10.666	0.286	
783.25	48744.6	7.272	10.682	0.286	
785.25	49045.9	7.465	10.841	0.293	
787.25	49347.3	7.027	10.481	0.278	
789.25	49648.7	7.517	10.884	0.295	
791.25	49950.1	7.767	11.089	0.303	
793.25	50251.5	8.685	11.843	0.334	
795.25	50552.9	7.597	10.949	0.297	
797.25	50854.3	7.426	10.809	0.291	
799.25	51155.7	7.842	11.151	0.306	
801.25	51457.1	8.231	11.47	0.319	
803.25	51758.5	7.92	11.214	0.308	
805.25	52059.8	8.166	11.417	0.317	
807.25	52361.2	8.431	11.634	0.326	
809.25	52662.6	8.603	11.776	0.332	
811.25	52964	8.825	11.958	0.339	
813.25	53265.4	8.872	11.997	0.341	
815.25	53566.8	8.919	12.035	0.342	
817.25	53868.2	8.677	11.836	0.334	
823.25	54772.3	8.718	11.87	0.335	
825.25	55073.7	8.582	11.758	0.331	
827.25	55375.1	8.504	11.694	0.328	
829.25	55676.5	8.659	11.821	0.333	
831.25	55977.9	9.806	12.763	0.372	
833.25	56118.3	9.63	12.619	0.366	
835.25	56258.8	8.749	11.895	0.336	
837.25	56399.2	9.118	12.198	0.349	
839.25	56539.6	9.272	12.324	0.354	
841.25	56680	9.26	12.315	0.354	
843.25	56820.5	8.994	12.096	0.345	
845.25	56960.9	8.705	11.859	0.335	
847.25	57101.3	9.51	12.52	0.362	
849.25	57241.7	8.998	12.1	0.345	
851.25	57382.2	9.269	12.322	0.354	
853.25	57522.6	9.103	12.186	0.348	
857.25	57803.5	9.289	12.338	0.355	
859.25	57943.9	9.071	12.16	0.347	
863.25	58224.7	10.053	12.966	0.381	
865.25	58365.2	9.631	12.62	0.366	
867.25	58505.6	10.255	13.132	0.388	
869.25	58646	10.404	13.254	0.393	
871.25	58786.4	10.332	13.195	0.39	
873.25	58926.9	10.58	13.399	0.399	
875.25	59067.3	10.768	13.553	0.405	
877.25	59207.7	10.258	13.135	0.388	
879.25	59348.1	11.068	13.8	0.415	
881.25	59488.6	10.18	13.07	0.385	
883.25	59629	10.332	13.196	0.39	
885.25	59769.4	11.143	13.862	0.418	
887.25	59909.9	10.175	13.067	0.385	
889.25	60050.3	9.85	12.8	0.374	
891.25	60190.7	10.421	13.268	0.393	
893.25	60331.1	9.506	12.517	0.362	
895.25	60471.6	10.565	13.387	0.398	
897.25	60612	10.527	13.356	0.397	
899.25	60752.4	9.95	12.882	0.377	
901.25	60892.8	10.99	13.736	0.413	
903.25	61033.3	9.127	12.205	0.349	
905.25	61173.7	12.284	14.798	0.457	
907.25	61314.1	10.648	13.455	0.401	
909.25	61454.6	9.27	12.323	0.354	
911.25	61595	9.082	12.169	0.348	
913.25	61735.4	9.758	12.724	0.371	
915.25	61875.8	10.881	13.646	0.409	
917.25	62016.3	9.56	12.562	0.364	
919.25	62156.7	9.828	12.782	0.373	
921.25	62297.1	11.4	14.073	0.427	
923.25	62437.5	9.298	12.346	0.355	
925.25	62578	9.868	12.814	0.375	
927.25	62718.4	10.059	12.971	0.381	
929.25	62858.8	9.482	12.497	0.361	
931.25	62999.2	9.567	12.567	0.364	
933.25	63139.7	9.468	12.486	0.361	
935.25	63280.1	9.497	12.51	0.362	
937.25	63420.5	9.489	12.503	0.362	
939.25	63561	9.535	12.541	0.363	
943.25	63841.8	9.268	12.321	0.354	
949.25	64263.1	9.225	12.287	0.353	
953.25	64543.9	8.993	12.096	0.345	
957.25	64824.8	9.955	12.886	0.377	
961.25	65105.7	9.019	12.117	0.346	
963.25	65246.1	9.083	12.169	0.348	
965.25	65386.5	10.052	12.966	0.381	
967.25	65526.9	9.415	12.442	0.359	
969.25	65667.4	11.418	14.087	0.427	
971.25	65807.8	9.98	12.906	0.378	
973.25	65948.2	10.032	12.949	0.38	
975.25	66088.6	9.626	12.615	0.366	
977.25	66229.1	9.684	12.663	0.368	
979.25	66369.5	7.966	11.252	0.31	
981.25	66509.9	9.123	12.202	0.349	
985.25	66790.8	9.24	12.299	0.353	
987.25	66931.2	8.059	11.329	0.313	
989.25	67071.6	7.633	10.978	0.299	
991.25	67212.1	8.024	11.3	0.312	
993.25	67352.5	7.658	10.999	0.299	
995.25	67492.9	8.172	11.422	0.317	
997.25	67633.3	7.472	10.847	0.293	
999.25	67773.8	7.724	11.054	0.302	
1001.25	67914.2	7.684	11.021	0.3	
1003.25	68054.6	8.559	11.739	0.33	
1005.25	68195	8.853	11.981	0.34	
1007.25	68335.5	8.265	11.498	0.32	
1009.25	68475.9	7.676	11.014	0.3	
1011.25	68616.3	7.088	10.531	0.28	
1013.25	68756.8	7.382	10.773	0.29	
1015.25	68897.2	7.971	11.256	0.31	
1017.25	69037.6	7.971	11.256	0.31	
1019.25	69178	7.971	11.256	0.31	
1021.25	69318.4	7.971	11.256	0.31	
1023.25	69458.9	7.971	11.256	0.31	
1025.25	69599.3	7.382	10.773	0.29	
1027.25	69739.7	7.088	10.531	0.28	
1029.25	69880.2	7.971	11.256	0.31	
1031.25	70020.6	7.971	11.256	0.31	
1033.25	70161	8.265	11.498	0.32	
1035.25	70301.4	8.265	11.498	0.32	
1037.25	70441.9	7.971	11.256	0.31	
1039.25	70582.3	7.676	11.014	0.3	
1041.25	70722.7	7.668	11.008	0.3	
1043.25	70863.2	7.621	10.969	0.298	
1045.25	71003.6	7.369	10.762	0.29	
1047.25	71144	6.648	10.17	0.265	
1051.25	71424.9	6.541	10.082	0.261	
1053.25	71565.3	6.487	10.037	0.26	
1055.25	71705.7	6.229	9.826	0.251	
1057.25	71846.1	6.877	10.358	0.273	
1059.25	71986.6	7.479	10.853	0.293	
1061.25	72127	8.189	11.436	0.317	
1063.25	72296.3	8.646	11.811	0.333	
1065.25	72465.6	8.609	11.781	0.332	
1067.25	72634.9	8.299	11.526	0.321	
1069.25	72804.2	8.716	11.868	0.335	
1071.25	72973.5	8.544	11.727	0.329	
1073.25	73142.8	7.884	11.185	0.307	
1075.25	73312	7.635	10.981	0.299	
1077.25	73481.3	7.63	10.976	0.298	
1079.25	73650.6	7.703	11.036	0.301	
1081.25	73819.9	7.439	10.819	0.292	
1083.25	73989.2	7.803	11.118	0.304	
1085.25	74158.5	8.11	11.37	0.315	
1087.25	74327.8	7.919	11.214	0.308	
1089.25	74497.1	8.121	11.38	0.315	
1091.25	74666.4	8.108	11.369	0.315	
1093.25	74835.7	8.333	11.554	0.322	
1095.25	75005	8.6	11.773	0.331	
1097.25	75174.3	8.816	11.95	0.339	
1099.25	75343.6	8.374	11.587	0.324	
1101.25	75512.8	8.63	11.798	0.332	
1103.25	75682.1	8.877	12	0.341	
1105.25	75851.4	8.635	11.801	0.333	
1107.25	76020.7	8.998	12.1	0.345	
1109.25	76190	8.499	11.69	0.328	
1111.25	76359.3	8.631	11.798	0.332	
1113.25	76528.6	8.692	11.848	0.335	
1115.25	76697.9	8.731	11.88	0.336	
1117.25	76867.2	8.503	11.693	0.328	
1119.25	77036.5	8.438	11.64	0.326	
1121.25	77205.8	8.408	11.615	0.325	
1123.25	77375.1	8.45	11.649	0.326	
1125.25	77544.4	8.528	11.714	0.329	
1127.25	77713.6	8.575	11.752	0.331	
1129.25	77882.9	8.372	11.585	0.324	
1131.25	78052.2	8.263	11.497	0.32	
1133.25	78221.5	8.46	11.658	0.327	
1135.25	78390.8	8.764	11.907	0.337	
1137.25	78560.1	8.464	11.662	0.327	
1139.25	78729.4	8.436	11.639	0.326	
1141.25	78898.7	8.958	12.067	0.344	
1143.25	79068	8.913	12.03	0.342	
1145.25	79237.3	9.4	12.43	0.359	
1147.25	79406.6	9.141	12.217	0.35	
1149.25	79575.9	9.658	12.642	0.367	
1151.25	79745.2	9.819	12.774	0.373	
1153.25	79914.4	9.892	12.834	0.375	
1155.25	80083.7	9.782	12.744	0.372	
1157.25	80253	10.291	13.162	0.389	
1159.25	80422.3	10.561	13.383	0.398	
1163.25	80760.9	10.969	13.718	0.412	
1167.25	81099.5	11.192	13.901	0.42	
1171.25	81438.1	11.466	14.126	0.429	
1175.25	81776.7	11.793	14.395	0.44	
1179.25	82115.2	11.59	14.229	0.433	
1183.25	82453.8	11.81	14.409	0.441	
1187.25	82792.4	11.545	14.192	0.432	
1191.25	83131	11.483	14.141	0.429	
1195.25	83469.6	11.525	14.175	0.431	
1203.25	84146.8	11.849	14.441	0.442	
1207.25	84485.3	10.855	13.625	0.408	
1211.25	84823.9	10.731	13.523	0.404	
1215.25	85162.5	10.551	13.375	0.398	
1219.25	85501.1	10.233	13.114	0.387	
1223.25	85839.7	10.032	12.949	0.38	
1227.25	86178.3	9.542	12.547	0.363	
1233.25	86686.1	8.807	11.943	0.338	
1239.25	87194	7.921	11.215	0.308	
1245.25	87701.9	7.634	10.979	0.299	
1251.25	88209.8	8.114	11.374	0.315	
1257.25	88717.6	8.279	11.509	0.32	
1263.25	89225.5	7.793	11.11	0.304	
1269.25	89733.4	7.425	10.808	0.291	
1275.25	90241.3	6.818	10.309	0.271	
1281.25	90749.2	7.083	10.527	0.28	
1287.25	91257	7.27	10.681	0.286	
1293.25	91764.9	7.076	10.521	0.28	
1299.25	92272.8	6.991	10.452	0.277	
1305.25	92780.7	7.494	10.865	0.294	
1311.25	93288.5	8.269	11.501	0.32	
1317.25	93796.4	7.685	11.021	0.3	
1323.25	94304.3	7.314	10.717	0.288	
1329.25	94812.2	7.938	11.23	0.309	
1335.25	95320	7.388	10.778	0.29	
1341.25	95827.9	7.849	11.156	0.306	
1355.25	97013	11.184	13.895	0.419	
1361.25	97520.8	8.945	12.057	0.343	
1367.25	98028.7	9.223	12.284	0.353	
1373.25	98536.6	9.742	12.711	0.37	
1377.25	98875.2	9.839	12.791	0.374	
1383.25	99383.1	10.394	13.246	0.392	
1389.25	99890.9	10.58	13.399	0.399	
1395.25	100399	10.205	13.091	0.386	
1401.25	100907	9.566	12.567	0.364	
1405.25	101245	9.99	12.915	0.379	
1409.25	101584	9.383	12.416	0.358	
1413.25	101922	10.159	13.053	0.384	
1417.25	102261	10.403	13.254	0.393	
1421.25	102600	12.245	14.767	0.455	
1425.25	102938	10.223	13.106	0.387	
1429.25	103277	11.15	13.867	0.418	
1433.25	103615	10.941	13.696	0.411	
1437.25	103954	10.76	13.547	0.405	
1441.25	104293	10.922	13.68	0.41	
1445.25	104631	10.379	13.234	0.392	
1449.25	104970	10.493	13.327	0.396	
1453.25	105440	10.266	13.141	0.388	
1457.25	106043	10.16	13.054	0.384	
1461.25	106646	9.617	12.608	0.366	
1465.25	107249	8.423	11.628	0.325	
1467.25	107550	8.085	11.35	0.314	
1469.25	107852	8.493	11.685	0.328	
1471.25	108153	8.044	11.316	0.312	
1473.25	108455	8.601	11.774	0.331	
1475.25	108756	9.097	12.181	0.348	
1477.25	109058	7.991	11.273	0.311	
1479.25	109359	8.092	11.356	0.314	
1481.25	109660	8.162	11.414	0.317	
1483.25	109962	8.501	11.692	0.328	
1485.25	110263	8.363	11.579	0.323	
1487.25	110565	8.17	11.42	0.317	
1489.25	110866	7.992	11.274	0.311	
1491.25	111168	8.4	11.609	0.325	
1493.25	111469	8.342	11.561	0.323	
1495.25	111770	8.306	11.531	0.321	
1497.25	112072	8.124	11.382	0.315	
1499.25	112373	8.905	12.023	0.342	
1501.25	112675	8.256	11.491	0.32	
1503.25	112976	8.426	11.63	0.326	
1505.25	113278	8.429	11.632	0.326	
1507.25	113579	9.182	12.251	0.351	
1509.25	113880	9.915	12.853	0.376	
1511.25	114182	10.144	13.041	0.384	
1513.25	114483	10.71	13.506	0.403	
1515.25	114785	11.339	14.022	0.425	
1517.25	115086	11.763	14.371	0.439	
1519.25	115388	11.972	14.542	0.446	
1521.25	115689	12.106	14.653	0.451	
1523.25	115990	12.491	14.968	0.464	
1525.25	116292	12.313	14.822	0.458	
1527.25	116593	12.188	14.72	0.453	
1529.25	116895	11.806	14.406	0.44	
1531.25	117196	12.063	14.617	0.449	
1533.25	117498	12.334	14.84	0.458	
1535.25	117799	12.758	15.188	0.473	
1537.25	118100	12.405	14.898	0.461	
1539.25	118402	12.897	15.302	0.478	
1541.25	118703	12.782	15.207	0.474	
1543.25	119005	12.309	14.819	0.458	
1545.25	119306	12.249	14.769	0.455	
1547.25	119608	13.003	15.389	0.481	
1549.25	119909	12.413	14.905	0.461	
1551.25	120210	12.654	15.102	0.469	
1553.25	120512	12.786	15.21	0.474	
1555.25	120813	13.166	15.523	0.487	
1557.25	121115	13.333	15.66	0.492	
1559.25	121416	13.295	15.629	0.491	
1561.25	121718	13.357	15.68	0.493	
1563.25	122019	13.346	15.671	0.493	
1565.25	122321	13.556	15.843	0.5	
1567.25	122622	13.67	15.937	0.504	
1569.25	122923	14.866	16.919	0.544	
1571.25	123225	14.277	16.435	0.524	
1573.25	123526	14.465	16.59	0.531	
1575.25	123828	14.446	16.574	0.53	
1577.25	124129	14.581	16.685	0.535	
1579.25	124431	14.862	16.916	0.544	
1581.25	124732	14.773	16.842	0.541	
1583.25	125033	15.417	17.372	0.563	
1585.25	125335	15.76	17.653	0.575	
1587.25	125636	15.697	17.601	0.573	
1589.25	125938	15.698	17.603	0.573	
1591.25	126239	14.645	16.737	0.537	
1595.25	126842	15.888	17.758	0.579	
1597.25	127143	15.461	17.408	0.565	
1601.25	127746	15.309	17.283	0.559	
1603.25	128048	15.001	17.029	0.549	
1605.25	128349	14.616	16.713	0.536	
1607.25	128651	14.19	16.364	0.521	
1609.25	128952	14.225	16.393	0.523	
1611.25	129253	13.925	16.146	0.512	
1613.25	129555	13.627	15.901	0.502	
1615.25	129856	13.319	15.649	0.492	
1617.25	130158	12.272	14.789	0.456	
1619.25	130459	12.447	14.932	0.462	
1621.25	130761	11.773	14.379	0.439	
1623.25	131062	11.698	14.317	0.437	
1625.25	131363	11.572	14.214	0.432	
1627.25	131665	11.519	14.17	0.431	
1629.25	131966	11.192	13.902	0.42	
1631.25	132268	11.016	13.757	0.414	
1633.25	132569	10.623	13.435	0.4	
1635.25	132871	11.361	14.041	0.425	
1637.25	133172	10.56	13.383	0.398	
1663.25	136192	9.611	12.603	0.366	
1665.25	136343	9.025	12.122	0.346	
1667.25	136495	9.146	12.221	0.35	
1669.25	136647	8.92	12.036	0.342	
1671.25	136798	9.039	12.134	0.346	
1673.25	136950	9.32	12.365	0.356	
1675.25	137102	8.959	12.068	0.344	
1677.25	137253	8.873	11.997	0.341	
1679.25	137405	7.855	11.161	0.306	
1681.25	137557	8.607	11.779	0.332	
1683.25	137708	8.392	11.602	0.324	
1685.25	137860	7.959	11.247	0.31	
1691.25	138315	8.619	11.788	0.332	
1697.25	138770	8.532	11.717	0.329	
1703.25	139225	8.318	11.541	0.322	
1709.25	139680	8.608	11.78	0.332	
1715.25	140135	9.177	12.247	0.351	
1721.25	140589	9.376	12.41	0.358	
1727.25	141044	9.63	12.619	0.366	
1733.25	141499	9.809	12.766	0.373	
1739.25	141954	9.425	12.45	0.359	
1745.25	142409	9.031	12.127	0.346	
1751.25	142864	9.031	12.127	0.346	
1757.25	143319	9.214	12.277	0.352	
1763.25	143774	9.143	12.219	0.35	
1769.25	144229	10.095	13.001	0.382	
1775.25	144684	10.725	13.518	0.404	
1781.25	145139	9.881	12.825	0.375	
1787.25	145594	9.141	12.218	0.35	
1793.25	146049	9.598	12.592	0.365	
1797.25	146352	9.677	12.658	0.368	
1809.25	147262	10.208	13.094	0.386	
1815.25	147717	10.496	13.33	0.396	
1823.25	148323	10.602	13.417	0.399	
1827.25	148626	10.811	13.589	0.407	
1833.25	149081	10.443	13.286	0.394	
1839.25	149536	10.4	13.251	0.393	
1845.25	149991	10.863	13.631	0.408	
1851.25	150446	10.681	13.482	0.402	
1855.25	150749	10.301	13.17	0.389	
1859.25	151053	10.078	12.987	0.382	
1863.25	151356	9.592	12.587	0.365	
1867.25	151659	9.713	12.687	0.369	
1871.25	151963	9.547	12.551	0.364	
1875.25	152266	9.78	12.742	0.372	
1881.25	152721	9.862	12.809	0.374	
1887.25	153176	9.522	12.53	0.363	
1891.25	153479	9.485	12.5	0.361	
1895.25	153782	9.649	12.634	0.367	
1897.25	153934	10.009	12.93	0.379	
1901.25	154237	7.824	11.135	0.305	
1905.25	154540	8.546	11.729	0.33	
1909.25	154844	10.14	13.037	0.384	
1913.25	155147	8.353	11.57	0.323	
1917.25	155450	8.214	11.456	0.318	
1921.25	155754	8.457	11.656	0.327	
1925.25	156057	8.486	11.679	0.328	
1929.25	156360	8.274	11.505	0.32	
